word,length,first_letter,last_letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
discant,7,d,t,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
bonefish,8,b,h,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
upcast,6,u,t,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
remonstrantly,13,r,y,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,2,1,2,0,0,0,0,1,0
ethynes,7,e,s,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
hellgrammite,12,h,e,1,0,0,0,2,0,1,1,1,0,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
kinkajou,8,k,u,1,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
vulgus,6,v,s,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0
bryophyte,9,b,e,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0
upthrows,8,u,s,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0
hegumen,7,h,n,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
stomas,6,s,s,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0
sternposts,10,s,s,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,3,2,0,0,0,0,0,0
defilades,9,d,s,1,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ethene,6,e,e,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
thyratron,9,t,n,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,0
gnatcatchers,12,g,s,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0
decurion,8,d,n,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
abstracter,10,a,r,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
empennage,9,e,e,1,0,0,0,3,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
ovipositors,11,o,s,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,1,2,1,0,1,0,0,0,0
hyperform,9,h,m,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0
silurids,8,s,s,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
veliger,7,v,r,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
valerianaceous,14,v,s,3,0,1,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
ecdysiasm,9,e,m,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
printery,8,p,y,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,1,0
multimeter,10,m,r,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0
penuchle,8,p,e,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
cobaltites,10,c,s,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0
pseudonymity,12,p,y,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,2,0
rectorate,9,r,e,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
speculums,9,s,s,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,2,0,0,0,0,0
brandless,9,b,s,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0
moonworts,9,m,s,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,1,0,0,1,0,0,0
stealings,9,s,s,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0
guck,4,g,k,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
globins,7,g,s,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
metamerism,10,m,m,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0
saury,5,s,y,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ownerships,10,o,s,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,2,0,0,0,1,0,0,0
spodumene,9,s,e,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
trepanning,10,t,g,1,0,0,0,1,0,1,0,1,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0
signory,7,s,y,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
larruped,8,l,d,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0
overspecification,17,o,n,1,0,2,0,2,1,0,0,3,0,0,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0
salpiglossis,12,s,s,1,0,0,0,0,0,1,0,2,0,0,2,0,0,1,1,0,0,4,0,0,0,0,0,0,0
intangiblenesses,16,i,s,1,1,0,0,3,0,1,0,2,0,0,1,0,3,0,0,0,0,3,1,0,0,0,0,0,0
shanny,6,s,y,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
alameda,7,a,a,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
scourger,8,s,r,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0
cowskin,7,c,n,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
nautch,6,n,h,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
galvanotropism,14,g,m,2,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,1,1,1,0,1,0,0,0,0
gynarchy,8,g,y,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
nonextinct,10,n,t,0,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,0,0,0,1,0,0
oleic,5,o,c,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
phenylamine,11,p,e,1,0,0,0,2,0,0,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0
ricketiness,11,r,s,0,0,1,0,2,0,0,0,2,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0
suburbicarian,13,s,n,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0
dorty,5,d,y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
dittanies,9,d,s,1,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0
uncovenanted,12,u,d,1,0,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0
carrefour,9,c,r,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0
titanically,11,t,y,2,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0
pomatum,7,p,m,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0
osteomalacias,13,o,s,3,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0
brocatel,8,b,l,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
unprinted,9,u,d,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0
unrhymed,8,u,d,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
clitoridectomy,14,c,y,0,0,2,1,1,0,0,0,2,0,0,1,1,0,2,0,0,1,0,2,0,0,0,0,1,0
astonied,8,a,d,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
hymenopteran,12,h,n,1,0,0,0,2,0,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0
prestidigitator,15,p,r,1,0,0,1,1,0,1,0,3,0,0,0,0,0,1,1,0,2,1,3,0,0,0,0,0,0
fustic,6,f,c,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
amah,4,a,h,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
subclinical,11,s,l,1,1,2,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0
superjacent,11,s,t,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
ragman,6,r,n,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
endometriums,12,e,s,0,0,0,1,2,0,0,0,1,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0
resocialization,15,r,n,2,0,1,0,1,0,0,0,3,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,1
interpellated,13,i,d,1,0,0,1,3,0,0,0,1,0,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0
finback,7,f,k,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vagrantly,9,v,y,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
cycloses,8,c,s,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0
gavial,6,g,l,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jacklight,9,j,t,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
goldcrest,9,g,t,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
adenosines,10,a,s,1,0,0,1,2,0,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0
scoriaceous,11,s,s,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0
acarus,6,a,s,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
cracklewares,12,c,s,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0
epilate,7,e,e,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
applicative,11,a,e,2,0,1,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0
hyalite,7,h,e,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
proreform,9,p,m,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0
subtractive,11,s,e,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0
taipans,7,t,s,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
balas,5,b,s,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
episiotomy,10,e,y,0,0,0,0,1,0,0,0,2,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,0
collinses,9,c,s,0,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0
mikvah,6,m,h,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tetraploid,10,t,d,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0
capsulated,10,c,d,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
riddler,7,r,r,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
conceiver,9,c,r,0,0,2,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
nardoos,7,n,s,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0
nailhead,8,n,d,2,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gyromagnetic,12,g,c,1,0,1,0,1,0,2,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
chamberpots,11,c,s,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0
invaluablenesses,16,i,s,2,1,0,0,3,0,0,0,1,0,0,2,0,2,0,0,0,0,3,0,1,1,0,0,0,0
freedwoman,10,f,n,1,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
dithionite,10,d,e,0,0,0,1,1,0,0,1,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
doorframes,10,d,s,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0
glossarial,10,g,l,2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0
defluxion,9,d,n,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
ochlocratic,11,o,c,1,0,3,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0
campanulas,10,c,s,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
muntjac,7,m,c,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
reconceive,10,r,e,0,0,2,0,3,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
micronutrient,13,m,t,0,0,1,0,1,0,0,0,2,0,0,0,1,2,1,0,0,2,0,2,1,0,0,0,0,0
coagulums,9,c,s,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0
alacritous,10,a,s,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0
fermi,5,f,i,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
necrologic,10,n,c,0,0,2,0,1,0,1,0,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0
mustelines,10,m,s,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0
tricyclic,9,t,c,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
endpapers,9,e,s,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0
cense,5,c,e,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
lorimer,7,l,r,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0
varia,5,v,a,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hotlink,7,h,k,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
recombinant,11,r,t,1,1,1,0,1,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0
bazar,5,b,r,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
kittle,6,k,e,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sanderling,10,s,g,1,0,0,1,1,0,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0
puffery,7,p,y,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
introspectivenesses,19,i,s,0,0,1,0,4,0,0,0,2,0,0,0,0,2,1,1,0,1,4,2,0,1,0,0,0,0
piosity,7,p,y,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
inexplicability,15,i,y,1,1,1,0,1,0,0,0,4,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0
kieselguhrs,11,k,s,0,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0
epicycle,8,e,e,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tenantable,10,t,e,2,1,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0
demicanton,10,d,n,1,0,1,1,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0
rebook,6,r,k,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
fireweed,8,f,d,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
pounders,8,p,s,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
originative,11,o,e,1,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
lumpers,7,l,s,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0
forestaysail,12,f,l,2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,0,0,0,0,1,0
lustrum,7,l,m,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,0,0,0,0,0
spencer,7,s,r,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
undirected,10,u,d,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
subserves,9,s,s,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0
verticalities,13,v,s,1,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0
muntin,6,m,n,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0
autotype,8,a,e,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0
seasoners,9,s,s,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0
pastelist,9,p,t,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0
counterirritants,16,c,s,1,0,1,0,1,0,0,0,2,0,0,0,0,2,1,0,0,3,1,3,1,0,0,0,0,0
pennoncels,10,p,s,0,0,1,0,2,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0
preadamite,10,p,e,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
radiolarians,12,r,s,3,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0
dayspring,9,d,g,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0
masticatory,11,m,y,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,1,0
decomposable,12,d,e,1,1,1,1,2,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0
ciliates,8,c,s,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
weediness,9,w,s,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0
genitivally,11,g,y,1,0,0,0,1,0,1,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0
prorations,10,p,s,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,1,1,0,0,0,0,0,0
uncelebrated,12,u,d,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
actinopod,9,a,d,1,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0
hierophant,10,h,t,1,0,0,0,1,0,0,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
boustrophedon,13,b,n,0,1,0,1,1,0,0,1,0,0,0,0,0,1,3,1,0,1,1,1,1,0,0,0,0,0
hyetal,6,h,l,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
phanerogams,11,p,s,2,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
abbreviator,11,a,r,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0
fissured,8,f,d,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
pachydermal,11,p,l,2,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
labiodental,11,l,l,2,1,0,1,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0
pinnatiped,10,p,d,1,0,0,1,1,0,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0
limitable,9,l,e,1,1,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
aircrewman,10,a,n,2,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0
valuators,9,v,s,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0
foredecks,9,f,s,0,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
photophobia,11,p,a,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0
kithara,7,k,a,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
uraninites,10,u,s,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0
zamindar,8,z,r,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
clownings,9,c,s,0,0,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0
beefalos,8,b,s,1,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
behoof,6,b,f,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
overinflate,11,o,e,1,0,0,0,2,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
ustulation,10,u,n,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,2,0,0,0,0,0
foreshows,9,f,s,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0
indomitableness,15,i,s,1,1,0,1,2,0,0,0,2,0,0,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0
dovishnesses,12,d,s,0,0,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0
ouabain,7,o,n,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
whitherward,11,w,d,1,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0
pacificatory,12,p,y,2,0,2,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
dovekies,8,d,s,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
steading,8,s,g,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
prescriber,10,p,r,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
physiqued,9,p,d,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
achromatisms,12,a,s,2,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,2,1,0,0,0,0,0,0
misallies,9,m,s,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
deerhound,9,d,d,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
destroyable,11,d,e,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0
murmuration,11,m,n,1,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,0,1,2,0,0,0,0,0
cuticular,9,c,r,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0
scutellation,12,s,n,1,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1,2,1,0,0,0,0,0
actinomycin,11,a,n,1,0,2,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,0
backsword,9,b,d,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
trestleworks,12,t,s,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,2,2,0,0,1,0,0,0
photoelectrons,14,p,s,0,0,1,0,2,0,0,1,0,0,0,1,0,1,3,1,0,1,1,2,0,0,0,0,0,0
mallei,6,m,i,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
acromegalic,11,a,c,2,0,2,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
psychometrist,13,p,t,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,2,2,0,0,0,0,1,0
immunosuppression,17,i,n,0,0,0,0,1,0,0,0,2,0,0,0,2,2,2,2,0,1,3,0,2,0,0,0,0,0
asphaltic,9,a,c,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
